accident_year,speed_limit,road_surface_conditions,weather_conditions,urban_or_rural_area,accident_severity,accident_count
2020,30,Wet/Damp,Raining with high winds,Urban,Slight,99
2021,30,Wet/Damp,Raining with high winds,Rural,Slight,56
2021,30,Wet/Damp,Raining with high winds,Urban,Slight,58
2022,30,Wet/Damp,Raining with high winds,Rural,Slight,36
2022,30,Wet/Damp,Raining with high winds,Urban,Slight,40
2023,30,Wet/Damp,Raining with high winds,Rural,Slight,34
2023,30,Wet/Damp,Raining with high winds,Urban,Slight,39
2014,40,Wet/Damp,Raining with high winds,Rural,Slight,2
2014,40,Wet/Damp,Raining with high winds,Urban,Slight,2
2015,40,Wet/Damp,Raining with high winds,Rural,Slight,3
2015,40,Wet/Damp,Raining with high winds,Urban,Slight,3
2016,40,Wet/Damp,Raining with high winds,Urban,Slight,2
2017,40,Wet/Damp,Raining with high winds,Rural,Slight,3
2017,40,Wet/Damp,Raining with high winds,Urban,Slight,4
2018,40,Wet/Damp,Raining with high winds,Rural,Slight,7
2018,40,Wet/Damp,Raining with high winds,Urban,Slight,7
2019,40,Wet/Damp,Raining with high winds,Rural,Slight,8
2019,40,Wet/Damp,Raining with high winds,Urban,Slight,9
2020,40,Wet/Damp,Raining with high winds,Rural,Slight,9
2020,40,Wet/Damp,Raining with high winds,Urban,Slight,10
2021,40,Wet/Damp,Raining with high winds,Rural,Slight,8
2021,40,Wet/Damp,Raining with high winds,Urban,Slight,8
2022,40,Wet/Damp,Raining with high winds,Rural,Slight,5
2022,40,Wet/Damp,Raining with high winds,Urban,Slight,5
2023,40,Wet/Damp,Raining with high winds,Rural,Slight,1
2023,40,Wet/Damp,Raining with high winds,Urban,Slight,1
2014,50,Wet/Damp,Raining with high winds,Rural,Slight,9
2014,50,Wet/Damp,Raining with high winds,Urban,Slight,9
2015,50,Wet/Damp,Raining with high winds,Rural,Slight,2
2015,50,Wet/Damp,Raining with high winds,Urban,Slight,2
2016,50,Wet/Damp,Raining with high winds,Rural,Slight,1
2016,50,Wet/Damp,Raining with high winds,Urban,Slight,1
2017,50,Wet/Damp,Raining with high winds,Rural,Slight,3
2017,50,Wet/Damp,Raining with high winds,Urban,Slight,3
2018,50,Wet/Damp,Raining with high winds,Rural,Slight,1
2018,50,Wet/Damp,Raining with high winds,Urban,Slight,1
2019,50,Wet/Damp,Raining with high winds,Rural,Slight,4
2019,50,Wet/Damp,Raining with high winds,Urban,Slight,5
2020,50,Wet/Damp,Raining with high winds,Rural,Slight,17
2020,50,Wet/Damp,Raining with high winds,Urban,Slight,17
2021,50,Wet/Damp,Raining with high winds,Rural,Slight,8
2021,50,Wet/Damp,Raining with high winds,Urban,Slight,8
2022,50,Wet/Damp,Raining with high winds,Rural,Slight,4
2022,50,Wet/Damp,Raining with high winds,Urban,Slight,4
2023,50,Wet/Damp,Raining with high winds,Rural,Slight,3
2023,50,Wet/Damp,Raining with high winds,Urban,Slight,3
2016,60,Wet/Damp,Raining with high winds,Rural,Slight,1
2016,60,Wet/Damp,Raining with high winds,Urban,Slight,1
2023,60,Wet/Damp,Raining with high winds,Rural,Slight,1
2023,60,Wet/Damp,Raining with high winds,Urban,Slight,1
2014,70,Wet/Damp,Raining with high winds,Rural,Slight,4
2014,70,Wet/Damp,Raining with high winds,Urban,Slight,4
2017,70,Wet/Damp,Raining with high winds,Rural,Slight,2
2017,70,Wet/Damp,Raining with high winds,Urban,Slight,2
2018,70,Wet/Damp,Raining with high winds,Rural,Slight,5
2018,70,Wet/Damp,Raining with high winds,Urban,Slight,5
2020,70,Wet/Damp,Raining with high winds,Rural,Slight,1
2020,70,Wet/Damp,Raining with high winds,Urban,Slight,1
2021,70,Wet/Damp,Raining with high winds,Rural,Slight,3
2021,70,Wet/Damp,Raining with high winds,Urban,Slight,3
2022,70,Wet/Damp,Raining with high winds,Rural,Slight,1
2022,70,Wet/Damp,Raining with high winds,Urban,Slight,1
2023,70,Wet/Damp,Raining with high winds,Rural,Slight,9
2023,70,Wet/Damp,Raining with high winds,Urban,Slight,9
2019,-1,Wet/Damp,Raining without high winds,Rural,Slight,5
2019,-1,Wet/Damp,Raining without high winds,Urban,Slight,7
2020,-1,Wet/Damp,Raining without high winds,Rural,Slight,1
2020,-1,Wet/Damp,Raining without high winds,Urban,Slight,1
2014,20,Wet/Damp,Raining without high winds,Rural,Slight,7
2014,20,Wet/Damp,Raining without high winds,Urban,Slight,21
2015,20,Wet/Damp,Raining without high winds,Rural,Slight,37
2015,20,Wet/Damp,Raining without high winds,Urban,Slight,64
2016,20,Wet/Damp,Raining without high winds,Rural,Slight,110
2016,20,Wet/Damp,Raining without high winds,Urban,Slight,151
2017,20,Wet/Damp,Raining without high winds,Rural,Slight,313
2017,20,Wet/Damp,Raining without high winds,Urban,Slight,456
2018,20,Wet/Damp,Raining without high winds,Rural,Slight,408
2018,20,Wet/Damp,Raining without high winds,Urban,Slight,572
2019,20,Wet/Damp,Raining without high winds,Rural,Slight,491
2019,20,Wet/Damp,Raining without high winds,Urban,Slight,699
2020,20,Wet/Damp,Raining without high winds,Rural,Slight,536
2020,20,Wet/Damp,Raining without high winds,Urban,Slight,730
2021,20,Wet/Damp,Raining without high winds,Rural,Slight,536
2021,20,Wet/Damp,Raining without high winds,Urban,Slight,729
2022,20,Wet/Damp,Raining without high winds,Rural,Slight,524
2022,20,Wet/Damp,Raining without high winds,Urban,Slight,709
2023,20,Wet/Damp,Raining without high winds,Rural,Slight,704
2023,20,Wet/Damp,Raining without high winds,Urban,Slight,937
2014,30,Wet/Damp,Raining without high winds,Rural,Slight,1570
2014,30,Wet/Damp,Raining without high winds,Urban,Slight,1949
2015,30,Wet/Damp,Raining without high winds,Rural,Slight,1150
2015,30,Wet/Damp,Raining without high winds,Urban,Slight,1430
2016,30,Wet/Damp,Raining without high winds,Rural,Slight,1157
2016,30,Wet/Damp,Raining without high winds,Urban,Slight,1408
2017,30,Wet/Damp,Raining without high winds,Rural,Slight,1458
2017,30,Wet/Damp,Raining without high winds,Urban,Slight,1796
2018,30,Wet/Damp,Raining without high winds,Rural,Slight,1275
2018,30,Wet/Damp,Raining without high winds,Urban,Slight,1541
2019,30,Wet/Damp,Raining without high winds,Rural,Slight,1268
2019,30,Wet/Damp,Raining without high winds,Urban,Slight,1519
2020,30,Wet/Damp,Raining without high winds,Rural,Slight,1016
2020,30,Wet/Damp,Raining without high winds,Urban,Slight,1194
2021,30,Wet/Damp,Raining without high winds,Rural,Slight,754
2021,30,Wet/Damp,Raining without high winds,Urban,Slight,886
2022,30,Wet/Damp,Raining without high winds,Rural,Slight,646
2022,30,Wet/Damp,Raining without high winds,Urban,Slight,753
2023,30,Wet/Damp,Raining without high winds,Rural,Slight,703
2023,30,Wet/Damp,Raining without high winds,Urban,Slight,786
2014,40,Wet/Damp,Raining without high winds,Rural,Slight,72
2014,40,Wet/Damp,Raining without high winds,Urban,Slight,82
2015,40,Wet/Damp,Raining without high winds,Rural,Slight,60
2015,40,Wet/Damp,Raining without high winds,Urban,Slight,64
2016,40,Wet/Damp,Raining without high winds,Rural,Slight,70
2016,40,Wet/Damp,Raining without high winds,Urban,Slight,84
2017,40,Wet/Damp,Raining without high winds,Rural,Slight,122
2017,40,Wet/Damp,Raining without high winds,Urban,Slight,147
2018,40,Wet/Damp,Raining without high winds,Rural,Slight,148
2018,40,Wet/Damp,Raining without high winds,Urban,Slight,179
2019,40,Wet/Damp,Raining without high winds,Rural,Slight,98
2019,40,Wet/Damp,Raining without high winds,Urban,Slight,114
2020,40,Wet/Damp,Raining without high winds,Rural,Slight,94
2020,40,Wet/Damp,Raining without high winds,Urban,Slight,119
2021,40,Wet/Damp,Raining without high winds,Rural,Slight,94
2021,40,Wet/Damp,Raining without high winds,Urban,Slight,118
2022,40,Wet/Damp,Raining without high winds,Rural,Slight,73
2022,40,Wet/Damp,Raining without high winds,Urban,Slight,78
2023,40,Wet/Damp,Raining without high winds,Rural,Slight,77
2023,40,Wet/Damp,Raining without high winds,Urban,Slight,91
2014,50,Wet/Damp,Raining without high winds,Rural,Slight,33
2014,50,Wet/Damp,Raining without high winds,Urban,Slight,33
2015,50,Wet/Damp,Raining without high winds,Rural,Slight,42
2015,50,Wet/Damp,Raining without high winds,Urban,Slight,44
2016,50,Wet/Damp,Raining without high winds,Rural,Slight,66
2016,50,Wet/Damp,Raining without high winds,Urban,Slight,74
2017,50,Wet/Damp,Raining without high winds,Rural,Slight,80
2017,50,Wet/Damp,Raining without high winds,Urban,Slight,82
2018,50,Wet/Damp,Raining without high winds,Rural,Slight,74
2018,50,Wet/Damp,Raining without high winds,Urban,Slight,77
2019,50,Wet/Damp,Raining without high winds,Rural,Slight,59
2019,50,Wet/Damp,Raining without high winds,Urban,Slight,59
2020,50,Wet/Damp,Raining without high winds,Rural,Slight,59
2020,50,Wet/Damp,Raining without high winds,Urban,Slight,60
2021,50,Wet/Damp,Raining without high winds,Rural,Slight,59
2021,50,Wet/Damp,Raining without high winds,Urban,Slight,60
2022,50,Wet/Damp,Raining without high winds,Rural,Slight,30
2022,50,Wet/Damp,Raining without high winds,Urban,Slight,31
2023,50,Wet/Damp,Raining without high winds,Rural,Slight,43
2023,50,Wet/Damp,Raining without high winds,Urban,Slight,45
2014,60,Wet/Damp,Raining without high winds,Rural,Slight,3
2014,60,Wet/Damp,Raining without high winds,Urban,Slight,3
2015,60,Wet/Damp,Raining without high winds,Rural,Slight,4
2015,60,Wet/Damp,Raining without high winds,Urban,Slight,4
2017,60,Wet/Damp,Raining without high winds,Rural,Slight,2
2017,60,Wet/Damp,Raining without high winds,Urban,Slight,2
2018,60,Wet/Damp,Raining without high winds,Rural,Slight,1
2018,60,Wet/Damp,Raining without high winds,Urban,Slight,1
2019,60,Wet/Damp,Raining without high winds,Rural,Slight,5
2019,60,Wet/Damp,Raining without high winds,Urban,Slight,6
2020,60,Wet/Damp,Raining without high winds,Rural,Slight,9
2020,60,Wet/Damp,Raining without high winds,Urban,Slight,9
2021,60,Wet/Damp,Raining without high winds,Rural,Slight,1
2021,60,Wet/Damp,Raining without high winds,Urban,Slight,3
2022,60,Wet/Damp,Raining without high winds,Rural,Slight,5
2022,60,Wet/Damp,Raining without high winds,Urban,Slight,5
2023,60,Wet/Damp,Raining without high winds,Rural,Slight,1
2023,60,Wet/Damp,Raining without high winds,Urban,Slight,1
2014,70,Wet/Damp,Raining without high winds,Rural,Slight,11
2014,70,Wet/Damp,Raining without high winds,Urban,Slight,11
2015,70,Wet/Damp,Raining without high winds,Rural,Slight,20
2015,70,Wet/Damp,Raining without high winds,Urban,Slight,20
2016,70,Wet/Damp,Raining without high winds,Rural,Slight,11
2016,70,Wet/Damp,Raining without high winds,Urban,Slight,11
2017,70,Wet/Damp,Raining without high winds,Rural,Slight,26
2017,70,Wet/Damp,Raining without high winds,Urban,Slight,26
2018,70,Wet/Damp,Raining without high winds,Rural,Slight,25
2018,70,Wet/Damp,Raining without high winds,Urban,Slight,25
2019,70,Wet/Damp,Raining without high winds,Rural,Slight,21
2019,70,Wet/Damp,Raining without high winds,Urban,Slight,21
2020,70,Wet/Damp,Raining without high winds,Rural,Slight,11
2020,70,Wet/Damp,Raining without high winds,Urban,Slight,11
2021,70,Wet/Damp,Raining without high winds,Rural,Slight,9
2021,70,Wet/Damp,Raining without high winds,Urban,Slight,9
2022,70,Wet/Damp,Raining without high winds,Rural,Slight,23
2022,70,Wet/Damp,Raining without high winds,Urban,Slight,23
2023,70,Wet/Damp,Raining without high winds,Rural,Slight,20
2023,70,Wet/Damp,Raining without high winds,Urban,Slight,20
2018,20,Wet/Damp,Snowing with high winds,Rural,Slight,1
2018,20,Wet/Damp,Snowing with high winds,Urban,Slight,1
2019,20,Wet/Damp,Snowing with high winds,Rural,Slight,1
2019,20,Wet/Damp,Snowing with high winds,Urban,Slight,1
2017,30,Wet/Damp,Snowing with high winds,Rural,Slight,3
2017,30,Wet/Damp,Snowing with high winds,Urban,Slight,3
2021,30,Wet/Damp,Snowing with high winds,Rural,Slight,1
2021,30,Wet/Damp,Snowing with high winds,Urban,Slight,1
2019,-1,Wet/Damp,Snowing without high winds,Rural,Slight,1
2019,-1,Wet/Damp,Snowing without high winds,Urban,Slight,1
2017,20,Wet/Damp,Snowing without high winds,Rural,Slight,6
2017,20,Wet/Damp,Snowing without high winds,Urban,Slight,9
2018,20,Wet/Damp,Snowing without high winds,Rural,Slight,8
2018,20,Wet/Damp,Snowing without high winds,Urban,Slight,10
2019,20,Wet/Damp,Snowing without high winds,Rural,Slight,3
2019,20,Wet/Damp,Snowing without high winds,Urban,Slight,3
2021,20,Wet/Damp,Snowing without high winds,Rural,Slight,9
2021,20,Wet/Damp,Snowing without high winds,Urban,Slight,9
2022,20,Wet/Damp,Snowing without high winds,Rural,Slight,2
2022,20,Wet/Damp,Snowing without high winds,Urban,Slight,3
2023,20,Wet/Damp,Snowing without high winds,Rural,Slight,5
2023,20,Wet/Damp,Snowing without high winds,Urban,Slight,9
2014,30,Wet/Damp,Snowing without high winds,Rural,Slight,1
2014,30,Wet/Damp,Snowing without high winds,Urban,Slight,2
2015,30,Wet/Damp,Snowing without high winds,Rural,Slight,2
2015,30,Wet/Damp,Snowing without high winds,Urban,Slight,2
2016,30,Wet/Damp,Snowing without high winds,Rural,Slight,7
2016,30,Wet/Damp,Snowing without high winds,Urban,Slight,12
2017,30,Wet/Damp,Snowing without high winds,Rural,Slight,32
2017,30,Wet/Damp,Snowing without high winds,Urban,Slight,39
2018,30,Wet/Damp,Snowing without high winds,Rural,Slight,31
2018,30,Wet/Damp,Snowing without high winds,Urban,Slight,39
2019,30,Wet/Damp,Snowing without high winds,Rural,Slight,19
2019,30,Wet/Damp,Snowing without high winds,Urban,Slight,24
2020,30,Wet/Damp,Snowing without high winds,Rural,Slight,2
2020,30,Wet/Damp,Snowing without high winds,Urban,Slight,2
2021,30,Wet/Damp,Snowing without high winds,Rural,Slight,9
2021,30,Wet/Damp,Snowing without high winds,Urban,Slight,10
2022,30,Wet/Damp,Snowing without high winds,Rural,Slight,3
2022,30,Wet/Damp,Snowing without high winds,Urban,Slight,3
2023,30,Wet/Damp,Snowing without high winds,Rural,Slight,7
2023,30,Wet/Damp,Snowing without high winds,Urban,Slight,8
2015,40,Wet/Damp,Snowing without high winds,Rural,Slight,1
2015,40,Wet/Damp,Snowing without high winds,Urban,Slight,2
2016,40,Wet/Damp,Snowing without high winds,Rural,Slight,2
2016,40,Wet/Damp,Snowing without high winds,Urban,Slight,2
2018,40,Wet/Damp,Snowing without high winds,Urban,Slight,1
2019,40,Wet/Damp,Snowing without high winds,Urban,Slight,2
2022,40,Wet/Damp,Snowing without high winds,Urban,Slight,1
2017,50,Wet/Damp,Snowing without high winds,Rural,Slight,6
2017,50,Wet/Damp,Snowing without high winds,Urban,Slight,6
2018,50,Wet/Damp,Snowing without high winds,Rural,Slight,3
2018,50,Wet/Damp,Snowing without high winds,Urban,Slight,3
2022,50,Wet/Damp,Snowing without high winds,Rural,Slight,5
2022,50,Wet/Damp,Snowing without high winds,Urban,Slight,5
2014,70,Wet/Damp,Snowing without high winds,Rural,Slight,1
2014,70,Wet/Damp,Snowing without high winds,Urban,Slight,1
2014,20,Wet/Damp,Unknown,Urban,Slight,3
2015,20,Wet/Damp,Unknown,Rural,Slight,2
2015,20,Wet/Damp,Unknown,Urban,Slight,7
2016,20,Wet/Damp,Unknown,Rural,Slight,4
2016,20,Wet/Damp,Unknown,Urban,Slight,7
2017,20,Wet/Damp,Unknown,Rural,Slight,7
2017,20,Wet/Damp,Unknown,Urban,Slight,13
2018,20,Wet/Damp,Unknown,Rural,Slight,9
2018,20,Wet/Damp,Unknown,Urban,Slight,12
2019,20,Wet/Damp,Unknown,Rural,Slight,15
2019,20,Wet/Damp,Unknown,Urban,Slight,16
2020,20,Wet/Damp,Unknown,Rural,Slight,5
2020,20,Wet/Damp,Unknown,Urban,Slight,5
2021,20,Wet/Damp,Unknown,Rural,Slight,19
2021,20,Wet/Damp,Unknown,Urban,Slight,26
2022,20,Wet/Damp,Unknown,Rural,Slight,16
2022,20,Wet/Damp,Unknown,Urban,Slight,19
2023,20,Wet/Damp,Unknown,Rural,Slight,9
2023,20,Wet/Damp,Unknown,Urban,Slight,14
2014,30,Wet/Damp,Unknown,Rural,Slight,51
2014,30,Wet/Damp,Unknown,Urban,Slight,72
2015,30,Wet/Damp,Unknown,Rural,Slight,27
2015,30,Wet/Damp,Unknown,Urban,Slight,37
2016,30,Wet/Damp,Unknown,Rural,Slight,28
2016,30,Wet/Damp,Unknown,Urban,Slight,40
2017,30,Wet/Damp,Unknown,Rural,Slight,34
2017,30,Wet/Damp,Unknown,Urban,Slight,42
2018,30,Wet/Damp,Unknown,Rural,Slight,16
2018,30,Wet/Damp,Unknown,Urban,Slight,20
2019,30,Wet/Damp,Unknown,Rural,Slight,22
2019,30,Wet/Damp,Unknown,Urban,Slight,25
2020,30,Wet/Damp,Unknown,Rural,Slight,28
2020,30,Wet/Damp,Unknown,Urban,Slight,39
2021,30,Wet/Damp,Unknown,Rural,Slight,25
2021,30,Wet/Damp,Unknown,Urban,Slight,30
2022,30,Wet/Damp,Unknown,Rural,Slight,23
2022,30,Wet/Damp,Unknown,Urban,Slight,25
2023,30,Wet/Damp,Unknown,Rural,Slight,32
2023,30,Wet/Damp,Unknown,Urban,Slight,37
2014,40,Wet/Damp,Unknown,Rural,Slight,1
2014,40,Wet/Damp,Unknown,Urban,Slight,1
2016,40,Wet/Damp,Unknown,Rural,Slight,2
2016,40,Wet/Damp,Unknown,Urban,Slight,4
2019,40,Wet/Damp,Unknown,Urban,Slight,1
2020,40,Wet/Damp,Unknown,Rural,Slight,3
2020,40,Wet/Damp,Unknown,Urban,Slight,3
2022,40,Wet/Damp,Unknown,Rural,Slight,1
2022,40,Wet/Damp,Unknown,Urban,Slight,1
2023,40,Wet/Damp,Unknown,Rural,Slight,2
2023,40,Wet/Damp,Unknown,Urban,Slight,2
2015,50,Wet/Damp,Unknown,Rural,Slight,5
2015,50,Wet/Damp,Unknown,Urban,Slight,5
2016,50,Wet/Damp,Unknown,Rural,Slight,1
2016,50,Wet/Damp,Unknown,Urban,Slight,1
2017,50,Wet/Damp,Unknown,Urban,Slight,3
2018,50,Wet/Damp,Unknown,Rural,Slight,1
2018,50,Wet/Damp,Unknown,Urban,Slight,1
2019,50,Wet/Damp,Unknown,Rural,Slight,2
2019,50,Wet/Damp,Unknown,Urban,Slight,2
2021,50,Wet/Damp,Unknown,Rural,Slight,1
2021,50,Wet/Damp,Unknown,Urban,Slight,1
